submission_id,title,main_type,block_extended,response,block_mean,block_sd,response_centered
2572,Schizophrenia talk,some,target,97,59,48.2226976788791,0.7880106636307801
2572,Harold's pet,xor,relevance,41,44.875,15.905412376205241,-0.2436277606858571
2572,Harold's pet,xor,competence,100,67.125,32.59464241690211,1.0086013394321671
2572,Harold's pet,xor,prior,51,43.1875,14.36249456048635,0.5439514679778197
2572,Harold's pet,xor,target,100,59,48.2226976788791,0.8502220318121575
2571,Champagne reception,some,relevance,9,50.75,34.08707337728734,-1.2248044746434164
2571,Champagne reception,some,competence,4,58.875,38.39805612639414,-1.4291088022625162
2571,Champagne reception,some,prior,0,30.875,29.24129907217823,-1.0558696425828824
2571,Champagne reception,some,target,96,88.125,17.2165825379404,0.45740784982418914
2571,Frank's laptop,xor,relevance,100,50.75,34.08707337728734,1.4448292305673833
2571,Frank's laptop,xor,competence,76,58.875,38.39805612639414,0.4459861182459333
2571,Frank's laptop,xor,prior,44.5,30.875,29.24129907217823,0.465950571018357
2571,Frank's laptop,xor,target,100,88.125,17.2165825379404,0.6897419957666344
2571,Gerald's graduation,xor,relevance,21,50.75,34.08707337728734,-0.872764865165069
2571,Gerald's graduation,xor,competence,63,58.875,38.39805612639414,0.10742731315412993
2571,Gerald's graduation,xor,prior,73,30.875,29.24129907217823,1.4405994718640946
2571,Gerald's graduation,xor,target,92,88.125,17.2165825379404,0.22507370388174386
2571,Gigi's exams,xor,relevance,63,50.75,34.08707337728734,0.3593737680091461
2571,Gigi's exams,xor,competence,57,58.875,38.39805612639414,-0.048830596888240874
2571,Gigi's exams,xor,prior,47.5,30.875,29.24129907217823,0.5685451921600136
2571,Gigi's exams,xor,target,78,88.125,17.2165825379404,-0.5880958069168146
2571,Attendance,some,relevance,63,50.75,34.08707337728734,0.3593737680091461
2571,Attendance,some,competence,100,58.875,38.39805612639414,1.0710177584154166
2571,Attendance,some,prior,9,30.875,29.24129907217823,-0.7480857791579126
2571,Attendance,some,target,97,88.125,17.2165825379404,0.5154913863098005
2571,Mrs. Todd's math exams,some,relevance,70,50.75,34.08707337728734,0.5647302068715153
2571,Mrs. Todd's math exams,some,competence,100,58.875,38.39805612639414,1.0710177584154166
2571,Mrs. Todd's math exams,some,prior,0,30.875,29.24129907217823,-1.0558696425828824
2571,Mrs. Todd's math exams,some,target,98,88.125,17.2165825379404,0.5735749227954118
2571,School,xor,relevance,7,50.75,34.08707337728734,-1.2834777428898074
2571,School,xor,competence,71,58.875,38.39805612639414,0.3157711932106243
2571,School,xor,prior,62,30.875,29.24129907217823,1.0644191943446872
2571,School,xor,target,95,88.125,17.2165825379404,0.3993243133385778
2571,Schizophrenia talk,some,relevance,73,50.75,34.08707337728734,0.652740109241102
2571,Schizophrenia talk,some,competence,0,58.875,38.39805612639414,-1.5332807422907635
2571,Schizophrenia talk,some,prior,11,30.875,29.24129907217823,-0.679689365063475
2571,Schizophrenia talk,some,target,49,88.125,17.2165825379404,-2.272518364999543
2570,Attendance,some,relevance,100,69.375,24.441986709056902,1.2529668870432698
2570,Attendance,some,competence,73,50.125,36.404228561292946,0.628361069689635
2570,Attendance,some,prior,7,32.6875,29.170603475808605,-0.8805954261900283
2570,Attendance,some,target,100,86.625,23.64582415565167,0.5656389860618665
2570,Joshua's delay,xor,relevance,77,69.375,24.441986709056902,0.31196318412097734
2570,Joshua's delay,xor,competence,87,50.125,36.404228561292946,1.0129317790078816
2570,Joshua's delay,xor,prior,81,32.6875,29.170603475808605,1.6562050229802723
2570,Joshua's delay,xor,target,72,86.625,23.64582415565167,-0.6185024427031623
2570,Crush,xor,relevance,41,69.375,24.441986709056902,-1.1609121769747845
2570,Crush,xor,competence,87,50.125,36.404228561292946,1.0129317790078816
2570,Crush,xor,prior,16,32.6875,29.170603475808605,-0.5720656418314782
2570,Crush,xor,target,33,86.625,23.64582415565167,-2.2678422899115955
2570,Grandma,xor,relevance,50,69.375,24.441986709056902,-0.7926933367008441
2570,Grandma,xor,competence,18,50.125,36.404228561292946,-0.8824524312034766
2570,Grandma,xor,prior,65,32.6875,29.170603475808605,1.1077076285650722
2570,Grandma,xor,target,100,86.625,23.64582415565167,0.5656389860618665
2570,Brad Pitt,xor,relevance,50,69.375,24.441986709056902,-0.7926933367008441
2570,Brad Pitt,xor,competence,31,50.125,36.404228561292946,-0.5253510582651048
2570,Brad Pitt,xor,prior,27.5,32.6875,29.170603475808605,-0.17783313959555316
2570,Brad Pitt,xor,target,94,86.625,23.64582415565167,0.311894394183646
2570,Van Gogh exhibition,some,relevance,49,69.375,24.441986709056902,-0.8336065411757264
2570,Van Gogh exhibition,some,competence,85,50.125,36.404228561292946,0.9579931062481322
2570,Van Gogh exhibition,some,prior,49,32.6875,29.170603475808605,0.559210234149872
2570,Van Gogh exhibition,some,target,94,86.625,23.64582415565167,0.311894394183646
2570,Harvard admission exams,some,relevance,95,69.375,24.441986709056902,1.0484008646688583
2570,Harvard admission exams,some,competence,20,50.125,36.404228561292946,-0.8275137584437271
2570,Harvard admission exams,some,prior,0,32.6875,29.170603475808605,-1.1205630362466783
2570,Harvard admission exams,some,target,100,86.625,23.64582415565167,0.5656389860618665
2570,Final exam,some,relevance,93,69.375,24.441986709056902,0.9665744557190938
2570,Final exam,some,competence,0,50.125,36.404228561292946,-1.3769004860412222
2570,Final exam,some,prior,16,32.6875,29.170603475808605,-0.5720656418314782
2570,Final exam,some,target,100,86.625,23.64582415565167,0.5656389860618665
2569,Harvard admission exams,some,relevance,100,39,44.9380525994237,1.3574241977896098
2569,Harvard admission exams,some,competence,0,63.5,35.59293669897362,-1.7840618361179266
2569,Harvard admission exams,some,prior,0,23.375,29.67532645144784,-0.7876914189383601
2569,Harvard admission exams,some,target,47,78.25,16.342320170998626,-1.9122131786070873
2569,Leo's prize,xor,relevance,100,39,44.9380525994237,1.3574241977896098
2569,Leo's prize,xor,competence,52,63.5,35.59293669897362,-0.3230978128402544
2569,Leo's prize,xor,prior,0,23.375,29.67532645144784,-0.7876914189383601
2569,Leo's prize,xor,target,86,78.25,16.342320170998626,0.4742288682945576
2569,Frank's laptop,xor,relevance,52,39,44.9380525994237,0.28928712411909713
2569,Frank's laptop,xor,competence,90,63.5,35.59293669897362,0.7445297426318905
2569,Frank's laptop,xor,prior,35.5,23.375,29.67532645144784,0.40858859698941674
2569,Frank's laptop,xor,target,86,78.25,16.342320170998626,0.4742288682945576
2569,Chloe's holiday,xor,relevance,0,39,44.9380525994237,-0.8678613723572914
2569,Chloe's holiday,xor,competence,79,63.5,35.59293669897362,0.4354796607846907
2569,Chloe's holiday,xor,prior,50.5,23.375,29.67532645144784,0.9140590262546745
2569,Chloe's holiday,xor,target,74,78.25,16.342320170998626,-0.26006099229056384
2569,Dinosaurs,some,relevance,0,39,44.9380525994237,-0.8678613723572914
2569,Dinosaurs,some,competence,71,63.5,35.59293669897362,0.2107159648958181
2569,Dinosaurs,some,prior,22,23.375,29.67532645144784,-0.0463347893493153
2569,Dinosaurs,some,target,85,78.25,16.342320170998626,0.41303804657913085
2569,Semester abroad,xor,relevance,60,39,44.9380525994237,0.46730996973084926
2569,Semester abroad,xor,competence,92,63.5,35.59293669897362,0.8007206666041088
2569,Semester abroad,xor,prior,79,23.375,29.67532645144784,1.8744528418586643
2569,Semester abroad,xor,target,84,78.25,16.342320170998626,0.35184722486370407
2569,Champagne reception,some,relevance,0,39,44.9380525994237,-0.8678613723572914
2569,Champagne reception,some,competence,24,63.5,35.59293669897362,-1.1097707484513086
2569,Champagne reception,some,prior,0,23.375,29.67532645144784,-0.7876914189383601
2569,Champagne reception,some,target,64,78.25,16.342320170998626,-0.8719692094448318
2569,Mrs. Todd's math exams,some,relevance,0,39,44.9380525994237,-0.8678613723572914
2569,Mrs. Todd's math exams,some,competence,100,63.5,35.59293669897362,1.0254843624929815
2569,Mrs. Todd's math exams,some,prior,0,23.375,29.67532645144784,-0.7876914189383601
2569,Mrs. Todd's math exams,some,target,100,78.25,16.342320170998626,1.3309003723105328
2568,Hippies,xor,relevance,37,51.625,22.199983912478082,-0.6587842611804613
2568,Hippies,xor,competence,70,62.75,32.875305539047304,0.2205302697913754
2568,Hippies,xor,prior,35.5,29.3125,24.46854759540442,0.2528756549964621
2568,Hippies,xor,target,100,57.625,26.890983619049713,1.5758069916781077
2568,College,xor,relevance,78,51.625,22.199983912478082,1.188063924009208
2568,College,xor,competence,33,62.75,32.875305539047304,-0.9049345553508163
2568,College,xor,prior,4.5,29.3125,24.46854759540442,-1.0140569195312672
2568,College,xor,target,49,57.625,26.890983619049713,-0.3207394761822697
2568,Alissa's paint,xor,relevance,50,51.625,22.199983912478082,-0.07319825124227348
2568,Alissa's paint,xor,competence,46,62.75,32.875305539047304,-0.5095009681386949
2568,Alissa's paint,xor,prior,46.5,29.3125,24.46854759540442,0.7024323749901724
2568,Alissa's paint,xor,target,100,57.625,26.890983619049713,1.5758069916781077
2568,Crime,xor,relevance,66,51.625,22.199983912478082,0.6475229917585731
2568,Crime,xor,competence,46,62.75,32.875305539047304,-0.5095009681386949
2568,Crime,xor,prior,47,29.3125,24.46854759540442,0.722866771353523
2568,Crime,xor,target,48,57.625,26.890983619049713,-0.35792666182659083
2568,Harry Potter,some,relevance,20,51.625,22.199983912478082,-1.4245505818688609
2568,Harry Potter,some,competence,100,62.75,32.875305539047304,1.1330693172039632
2568,Harry Potter,some,prior,63,29.3125,24.46854759540442,1.376767454980738
2568,Harry Potter,some,target,31,57.625,26.890983619049713,-0.9901088177800499
2568,Stand-up comedy show,some,relevance,30,51.625,22.199983912478082,-0.9740998049933317
2568,Stand-up comedy show,some,competence,14,62.75,32.875305539047304,-1.4828759520454553
2568,Stand-up comedy show,some,prior,0,29.3125,24.46854759540442,-1.1979664868014215
2568,Stand-up comedy show,some,target,46,57.625,26.890983619049713,-0.43230103311523305
2568,Attendance,some,relevance,81,51.625,22.199983912478082,1.3231991570718666
2568,Attendance,some,competence,100,62.75,32.875305539047304,1.1330693172039632
2568,Attendance,some,prior,0,29.3125,24.46854759540442,-1.1979664868014215
2568,Attendance,some,target,49,57.625,26.890983619049713,-0.3207394761822697
2568,Teacher problems,some,relevance,51,51.625,22.199983912478082,-0.028153173554720568
2568,Teacher problems,some,competence,93,62.75,32.875305539047304,0.9201435394743595
2568,Teacher problems,some,prior,38,29.3125,24.46854759540442,0.35504763681321444
2568,Teacher problems,some,target,38,57.625,26.890983619049713,-0.729798518269802
2567,Puzzles,some,relevance,44,58.75,30.20288538723222,-0.48836393645473763
2567,Puzzles,some,competence,78,45.875,36.84499384487086,0.8718959252715978
2567,Puzzles,some,prior,22,54.125,31.624752963462022,-1.0158182116747583
2567,Puzzles,some,target,65,55,13.564659966250536,0.7372097807744856
2567,Schizophrenia talk,some,relevance,50,58.75,30.20288538723222,-0.28970741993077653
2567,Schizophrenia talk,some,competence,0,45.875,36.84499384487086,-1.2450809516524373
2567,Schizophrenia talk,some,prior,58,54.125,31.624752963462022,0.1225306014082393
2567,Schizophrenia talk,some,target,50,55,13.564659966250536,-0.3686048903872428
2567,M&M's in the hospital,some,relevance,51,58.75,30.20288538723222,-0.2565980005101164
2567,M&M's in the hospital,some,competence,50,45.875,36.84499384487086,0.11195550791425185
2567,M&M's in the hospital,some,prior,50,54.125,31.624752963462022,-0.13043580149909345
2567,M&M's in the hospital,some,target,77,55,13.564659966250536,1.6218615177038684
2567,Greg's movie,xor,relevance,50,58.75,30.20288538723222,-0.28970741993077653
2567,Greg's movie,xor,competence,51,45.875,36.84499384487086,0.13909623710558564
2567,Greg's movie,xor,prior,86.5,54.125,31.624752963462022,1.0237234117656122
2567,Greg's movie,xor,target,59,55,13.564659966250536,0.29488391230979427
2567,Gigi's exams,xor,relevance,100,58.75,30.20288538723222,1.3657635511022324
2567,Gigi's exams,xor,competence,14,45.875,36.84499384487086,-0.8651107429737643
2567,Gigi's exams,xor,prior,76.5,54.125,31.624752963462022,0.7075154081314463
2567,Gigi's exams,xor,target,52,55,13.564659966250536,-0.2211629342323457
2567,Presents,xor,relevance,76,58.75,30.20288538723222,0.5711374850063881
2567,Presents,xor,competence,77,45.875,36.84499384487086,0.844755196080264
2567,Presents,xor,prior,96.5,54.125,31.624752963462022,1.3399314153997783
2567,Presents,xor,target,50,55,13.564659966250536,-0.3686048903872428
2567,Champagne reception,some,relevance,6,58.75,30.20288538723222,-1.7465218744398243
2567,Champagne reception,some,competence,2,45.875,36.84499384487086,-1.1907994932697696
2567,Champagne reception,some,prior,6,54.125,31.624752963462022,-1.5217510174894238
2567,Champagne reception,some,target,30,55,13.564659966250536,-1.8430244519362142
2567,Frank's laptop,xor,relevance,93,58.75,30.20288538723222,1.133997615157611
2567,Frank's laptop,xor,competence,95,45.875,36.84499384487086,1.3332883215242721
2567,Frank's laptop,xor,prior,37.5,54.125,31.624752963462022,-0.5256958060418009
2567,Frank's laptop,xor,target,57,55,13.564659966250536,0.14744195615489714
2566,Semester abroad,xor,relevance,72,44.125,26.172163511202946,1.0650628859195441
2566,Semester abroad,xor,competence,100,51.25,30.499414514286755,1.598391338862068
2566,Semester abroad,xor,prior,51,38.8125,15.941718629343038,0.7645035195620091
2566,Semester abroad,xor,target,0,54.25,46.0333729871213,-1.1784928298688315
2566,M&M's in the hospital,some,relevance,26,44.125,26.172163511202946,-0.6925296791853538
2566,M&M's in the hospital,some,competence,50,51.25,30.499414514286755,-0.04098439330415559
2566,M&M's in the hospital,some,prior,54,38.8125,15.941718629343038,0.9526890013003498
2566,M&M's in the hospital,some,target,81,54.25,46.0333729871213,0.5811001511334791
2566,Lily's husband,xor,relevance,5,44.125,26.172163511202946,-1.4949088936897639
2566,Lily's husband,xor,competence,0,51.25,30.499414514286755,-1.6803601254703793
2566,Lily's husband,xor,prior,26.5,38.8125,15.941718629343038,-0.7723445813011066
2566,Lily's husband,xor,target,0,54.25,46.0333729871213,-1.1784928298688315
2566,Emails from a broken laptop,some,relevance,64,44.125,26.172163511202946,0.759394613727388
2566,Emails from a broken laptop,some,competence,50,51.25,30.499414514286755,-0.04098439330415559
2566,Emails from a broken laptop,some,prior,47,38.8125,15.941718629343038,0.5135895439108882
2566,Emails from a broken laptop,some,target,0,54.25,46.0333729871213,-1.1784928298688315
2566,Brad's clothes,xor,relevance,32,44.125,26.172163511202946,-0.4632784750412367
2566,Brad's clothes,xor,competence,65,51.25,30.499414514286755,0.4508283263457115
2566,Brad's clothes,xor,prior,42,38.8125,15.941718629343038,0.199947074346987
2566,Brad's clothes,xor,target,84,54.25,46.0333729871213,0.6462702615409721
2566,Toby's carrots,some,relevance,79,44.125,26.172163511202946,1.3325226240876809
2566,Toby's carrots,some,competence,63,51.25,30.499414514286755,0.3852532970590626
2566,Toby's carrots,some,prior,33,38.8125,15.941718629343038,-0.36460937086803513
2566,Toby's carrots,some,target,100,54.25,46.0333729871213,0.993844183714268
2566,Joshua's delay,xor,relevance,50,44.125,26.172163511202946,0.2244751373911147
2566,Joshua's delay,xor,competence,63,51.25,30.499414514286755,0.3852532970590626
2566,Joshua's delay,xor,prior,50,38.8125,15.941718629343038,0.7017750256492289
2566,Joshua's delay,xor,target,100,54.25,46.0333729871213,0.993844183714268
2566,Schizophrenia talk,some,relevance,25,44.125,26.172163511202946,-0.7307382132093734
2566,Schizophrenia talk,some,competence,19,51.25,30.499414514286755,-1.0573973472472142
2566,Schizophrenia talk,some,prior,7,38.8125,15.941718629343038,-1.995550212600321
2566,Schizophrenia talk,some,target,69,54.25,46.0333729871213,0.3204197095035072
2565,College,xor,relevance,74,43.5,37.898360311307854,0.8047841581921849
2565,College,xor,competence,0,57.125,43.042960267289104,-1.3271624359770784
2565,College,xor,prior,46.5,43.125,26.140759088333407,0.12910872207633248
2565,College,xor,target,3,52.875,37.11540881397605,-1.3437815072972936
2565,Harry Potter,some,relevance,7,43.5,37.898360311307854,-0.9631023532463852
2565,Harry Potter,some,competence,100,57.125,43.042960267289104,0.9960978458208706
2565,Harry Potter,some,prior,24,43.125,26.140759088333407,-0.7316160917658839
2565,Harry Potter,some,target,50,52.875,37.11540881397605,-0.07746108939307708
2565,Van Gogh exhibition,some,relevance,83,43.5,37.898360311307854,1.0422614507734853
2565,Van Gogh exhibition,some,competence,84,57.125,43.042960267289104,0.6243762007331988
2565,Van Gogh exhibition,some,prior,76,43.125,26.140759088333407,1.2576145891139052
2565,Van Gogh exhibition,some,target,15,52.875,37.11540881397605,-1.0204656559174936
2565,Attendance,some,relevance,86,43.5,37.898360311307854,1.1214205483005855
2565,Attendance,some,competence,82,57.125,43.042960267289104,0.5779109950972398
2565,Attendance,some,prior,14,43.125,26.140759088333407,-1.1141604534735357
2565,Attendance,some,target,77,52.875,37.11540881397605,0.6499995762114729
2565,Gigi's exams,xor,relevance,1,43.5,37.898360311307854,-1.1214205483005855
2565,Gigi's exams,xor,competence,1,57.125,43.042960267289104,-1.3039298331590987
2565,Gigi's exams,xor,prior,83,43.125,26.140759088333407,1.5253956423092614
2565,Gigi's exams,xor,target,94,52.875,37.11540881397605,1.1080303656661896
2565,Gourmet desserts,some,relevance,14,43.5,37.898360311307854,-0.7783977923498181
2565,Gourmet desserts,some,competence,17,57.125,43.042960267289104,-0.932208188071427
2565,Gourmet desserts,some,prior,42,43.125,26.140759088333407,-0.04303624069211082
2565,Gourmet desserts,some,target,15,52.875,37.11540881397605,-1.0204656559174936
2565,Brad Pitt,xor,relevance,12,43.5,37.898360311307854,-0.8311705240345516
2565,Brad Pitt,xor,competence,91,57.125,43.042960267289104,0.7870044204590552
2565,Brad Pitt,xor,prior,13.5,43.125,26.140759088333407,-1.1332876715589184
2565,Brad Pitt,xor,target,83,52.875,37.11540881397605,0.8116575019013729
2565,Frank's laptop,xor,relevance,71,43.5,37.898360311307854,0.7256250606650847
2565,Frank's laptop,xor,competence,82,57.125,43.042960267289104,0.5779109950972398
2565,Frank's laptop,xor,prior,46,43.125,26.140759088333407,0.10998150399094989
2565,Frank's laptop,xor,target,86,52.875,37.11540881397605,0.8924864647463229
2563,School,xor,relevance,11,53,33.24368898216407,-1.2633976939964113
2563,School,xor,competence,81,46,28.35489375751565,1.234354827752547
2563,School,xor,prior,87.5,43.375,29.029234033495072,1.5200194379599143
2563,School,xor,target,32,69.25,37.50333318519835,-0.9932450488081327
2563,Rotten tomatoes,some,relevance,93,53,33.24368898216407,1.2032358990442014
2563,Rotten tomatoes,some,competence,45,46,28.35489375751565,-0.035267280792929914
2563,Rotten tomatoes,some,prior,17,43.375,29.029234033495072,-0.908566859517116
2563,Rotten tomatoes,some,target,82,69.25,37.50333318519835,0.33996978180681053
2563,Teacher problems,some,relevance,79,53,33.24368898216407,0.7821033343787309
2563,Teacher problems,some,competence,34,46,28.35489375751565,-0.42320736951515897
2563,Teacher problems,some,prior,35,43.375,29.029234033495072,-0.2885022729272359
2563,Teacher problems,some,target,100,69.25,37.50333318519835,0.8199271208281901
2563,Hippies,xor,relevance,70,53,33.24368898216407,0.5113752570937856
2563,Hippies,xor,competence,53,46,28.35489375751565,0.24687096555050939
2563,Hippies,xor,prior,60.5,43.375,29.029234033495072,0.5899225580750943
2563,Hippies,xor,target,94,69.25,37.50333318519835,0.659941341154397
2563,Danny's racket,xor,relevance,59,53,33.24368898216407,0.1804853848566302
2563,Danny's racket,xor,competence,93,46,28.35489375751565,1.657562197267706
2563,Danny's racket,xor,prior,34.5,43.375,29.029234033495072,-0.3057262892213992
2563,Danny's racket,xor,target,51,69.25,37.50333318519835,-0.4866234131744543
2563,Suzy's fruits,some,relevance,32,53,33.24368898216407,-0.6316988469982057
2563,Suzy's fruits,some,competence,26,46,28.35489375751565,-0.7053456158585982
2563,Suzy's fruits,some,prior,35,43.375,29.029234033495072,-0.2885022729272359
2563,Suzy's fruits,some,target,95,69.25,37.50333318519835,0.6866056377666958
2563,Stand-up comedy show,some,relevance,4,53,33.24368898216407,-1.4739639763291468
2563,Stand-up comedy show,some,competence,22,46,28.35489375751565,-0.8464147390303179
2563,Stand-up comedy show,some,prior,2,43.375,29.029234033495072,-1.425287348342016
2563,Stand-up comedy show,some,target,100,69.25,37.50333318519835,0.8199271208281901
2563,Gigi's exams,xor,relevance,76,53,33.24368898216407,0.6918606419504157
2563,Gigi's exams,xor,competence,14,46,28.35489375751565,-1.1285529853737573
2563,Gigi's exams,xor,prior,75.5,43.375,29.029234033495072,1.1066430468999944
2563,Gigi's exams,xor,target,0,69.25,37.50333318519835,-1.8465025404016964
2502,Stand-up comedy show,some,relevance,0,35.25,46.81803681732684,-0.7529149532163716
2502,Stand-up comedy show,some,competence,0,63.5,44.04867437603218,-1.4415870829146153
2502,Stand-up comedy show,some,prior,0,28,21.743636179022918,-1.287733098984285
2502,Stand-up comedy show,some,target,100,74.125,29.225417020121373,0.8853594794621871
2502,Attendance,some,relevance,100,35.25,46.81803681732684,1.3830139920782996
2502,Attendance,some,competence,100,63.5,44.04867437603218,0.8286287956910782
2502,Attendance,some,prior,18,28,21.743636179022918,-0.4599046782086732
2502,Attendance,some,target,100,74.125,29.225417020121373,0.8853594794621871
2502,Nuts,some,relevance,72,35.25,46.81803681732684,0.7849538873957916
2502,Nuts,some,competence,0,63.5,44.04867437603218,-1.4415870829146153
2502,Nuts,some,prior,17,28,21.743636179022918,-0.5058951460295406
2502,Nuts,some,target,78,74.125,29.225417020121373,0.13259006697259806
2502,Mrs. Todd's math exams,some,relevance,0,35.25,46.81803681732684,-0.7529149532163716
2502,Mrs. Todd's math exams,some,competence,100,63.5,44.04867437603218,0.8286287956910782
2502,Mrs. Todd's math exams,some,prior,14,28,21.743636179022918,-0.6438665494921425
2502,Mrs. Todd's math exams,some,target,100,74.125,29.225417020121373,0.8853594794621871
2502,Grandma,xor,relevance,0,35.25,46.81803681732684,-0.7529149532163716
2502,Grandma,xor,competence,100,63.5,44.04867437603218,0.8286287956910782
2502,Grandma,xor,prior,51,28,21.743636179022918,1.0577807598799485
2502,Grandma,xor,target,63,74.125,29.225417020121373,-0.3806618051793944
2502,Gigi's exams,xor,relevance,10,35.25,46.81803681732684,-0.5393220586869044
2502,Gigi's exams,xor,competence,56,63.5,44.04867437603218,-0.17026619089542702
2502,Gigi's exams,xor,prior,49.5,28,21.743636179022918,0.9887950581486474
2502,Gigi's exams,xor,target,17,74.125,29.225417020121373,-1.9546342131121714
2502,Joshua's delay,xor,relevance,0,35.25,46.81803681732684,-0.7529149532163716
2502,Joshua's delay,xor,competence,52,63.5,44.04867437603218,-0.26107482603965476
2502,Joshua's delay,xor,prior,59,28,21.743636179022918,1.425704502446887
2502,Joshua's delay,xor,target,52,74.125,29.225417020121373,-0.7570465114241889
2502,Frank's laptop,xor,relevance,100,35.25,46.81803681732684,1.3830139920782996
2502,Frank's laptop,xor,competence,100,63.5,44.04867437603218,0.8286287956910782
2502,Frank's laptop,xor,prior,15.5,28,21.743636179022918,-0.5748808477608415
2502,Frank's laptop,xor,target,83,74.125,29.225417020121373,0.3036740243565956
2501,Suzy's fruits,some,relevance,53,60.25,25.143871732775875,-0.28834063731519055
2501,Suzy's fruits,some,competence,25,51.5,31.263854071892215,-0.8476242224986854
2501,Suzy's fruits,some,prior,30,33.75,20.18485995563436,-0.18578280990021104
2501,Suzy's fruits,some,target,77,64.375,14.381908277912418,0.8778390013367935
2501,Attendance,some,relevance,78,60.25,25.143871732775875,0.705937422392363
2501,Attendance,some,competence,84,51.5,31.263854071892215,1.0395391408002745
2501,Attendance,some,prior,9,33.75,20.18485995563436,-1.2261665453413928
2501,Attendance,some,target,84,64.375,14.381908277912418,1.364561615939372
2501,Dave's kids,xor,relevance,8,60.25,25.143871732775875,-2.078041144788787
2501,Dave's kids,xor,competence,25,51.5,31.263854071892215,-0.8476242224986854
2501,Dave's kids,xor,prior,6.5,33.75,20.18485995563436,-1.3500217519415334
2501,Dave's kids,xor,target,54,64.375,14.381908277912418,-0.7213924466431075
2501,Crush,xor,relevance,74,60.25,25.143871732775875,0.5468529328391545
2501,Crush,xor,competence,78,51.5,31.263854071892215,0.8476242224986854
2501,Crush,xor,prior,50,33.75,20.18485995563436,0.8050588429009145
2501,Crush,xor,target,43,64.375,14.381908277912418,-1.4862422695900166
2501,Chloe's holiday,xor,relevance,57,60.25,25.143871732775875,-0.12925614776198197
2501,Chloe's holiday,xor,competence,82,51.5,31.263854071892215,0.9755675013664116
2501,Chloe's holiday,xor,prior,55.5,33.75,20.18485995563436,1.077540297421224
2501,Chloe's holiday,xor,target,61,64.375,14.381908277912418,-0.23466983204052894
2501,Swiss watch prototype testing,some,relevance,90,60.25,25.143871732775875,1.1831908910519888
2501,Swiss watch prototype testing,some,competence,33,51.5,31.263854071892215,-0.5917376647632332
2501,Swiss watch prototype testing,some,prior,50,33.75,20.18485995563436,0.8050588429009145
2501,Swiss watch prototype testing,some,target,59,64.375,14.381908277912418,-0.3737334362126942
2501,Hippies,xor,relevance,50,60.25,25.143871732775875,-0.407654004480097
2501,Hippies,xor,competence,76,51.5,31.263854071892215,0.7836525830648224
2501,Hippies,xor,prior,50,33.75,20.18485995563436,0.8050588429009145
2501,Hippies,xor,target,57,64.375,14.381908277912418,-0.5127970403848595
2501,Nuts,some,relevance,72,60.25,25.143871732775875,0.4673106880625502
2501,Nuts,some,competence,9,51.5,31.263854071892215,-1.3593973379695898
2501,Nuts,some,prior,19,33.75,20.18485995563436,-0.7307457189408301
2501,Nuts,some,target,80,64.375,14.381908277912418,1.0864344075950414
2500,Carl's party,xor,relevance,81,56.125,37.23837306558154,0.6679937374329415
2500,Carl's party,xor,competence,1,40.875,40.63579526898492,-0.9812777069096617
2500,Carl's party,xor,prior,50,35.375,22.032038359754967,0.6638060337946259
2500,Carl's party,xor,target,84,80.625,22.69007020073507,0.14874347986330438
2500,Swiss watch prototype testing,some,relevance,88,56.125,37.23837306558154,0.8559718746000006
2500,Swiss watch prototype testing,some,competence,5,40.875,40.63579526898492,-0.8828423256522661
2500,Swiss watch prototype testing,some,prior,30,35.375,22.032038359754967,-0.243962901309136
2500,Swiss watch prototype testing,some,target,30,80.625,22.69007020073507,-2.231152197949566
2500,Picnic pictures,some,relevance,50,56.125,37.23837306558154,-0.16448087002117656
2500,Picnic pictures,some,competence,11,40.875,40.63579526898492,-0.7351892537661728
2500,Picnic pictures,some,prior,50,35.375,22.032038359754967,0.6638060337946259
2500,Picnic pictures,some,target,67,80.625,22.69007020073507,-0.6004829372259325
2500,Unexpected guest,xor,relevance,5,56.125,37.23837306558154,-1.3729117518094125
2500,Unexpected guest,xor,competence,50,40.875,40.63579526898492,0.22455571349343353
2500,Unexpected guest,xor,prior,50,35.375,22.032038359754967,0.6638060337946259
2500,Unexpected guest,xor,target,98,80.625,22.69007020073507,0.7657534704073818
2500,Champagne reception,some,relevance,0,56.125,37.23837306558154,-1.5071818497858833
2500,Champagne reception,some,competence,3,40.875,40.63579526898492,-0.9320600162809639
2500,Champagne reception,some,prior,0,35.375,22.032038359754967,-1.6056163039647788
2500,Champagne reception,some,target,89,80.625,22.69007020073507,0.3691041907719035
2500,Attendance,some,relevance,99,56.125,37.23837306558154,1.151366090148236
2500,Attendance,some,competence,98,40.875,40.63579526898492,1.4057802885821797
2500,Attendance,some,prior,3,35.375,22.032038359754967,-1.4694509636992146
2500,Attendance,some,target,86,80.625,22.69007020073507,0.236887764226744
2500,Pete's accident,xor,relevance,76,56.125,37.23837306558154,0.5337236394564709
2500,Pete's accident,xor,competence,83,40.875,40.63579526898492,1.0366476088669465
2500,Pete's accident,xor,prior,50,35.375,22.032038359754967,0.6638060337946259
2500,Pete's accident,xor,target,96,80.625,22.69007020073507,0.6776091860439422
2500,Grandma,xor,relevance,50,56.125,37.23837306558154,-0.16448087002117656
2500,Grandma,xor,competence,76,40.875,40.63579526898492,0.8643856916665045
